followers,posts,likes,comments,shares,engagement_rate,is_influencer
745227,108,91040,7061,3473,7.245921998612862,1
955678,960,73637,1673,3297,3.5351878900003655,0
309077,122,50578,9280,1289,4.895343921561532,1
14144,628,73603,6002,2380,4.150465607685875,0
270793,545,28235,7308,223,7.256966037548196,1
430861,290,70744,6659,4667,2.1790613257653146,0
709034,958,80464,499,2823,3.883697797561092,0
367099,725,75961,325,3014,7.445457184618023,1
13818,532,28485,6033,2640,7.047827936796748,0
262644,359,98059,887,4904,2.017442767525204,0
37880,325,13182,9187,986,3.5066393926290997,1
847541,726,71758,3673,1023,0.14364024794010777,0
693693,952,14480,7935,1543,5.30172519836661,0
841490,930,56960,928,1272,2.809414022071887,1
973079,509,51213,4403,1779,0.11865916691273459,0
419346,546,63094,5426,1700,4.247050064921085,0
158788,922,45057,7990,3930,9.268697116782485,1
759641,661,35061,9846,2234,9.234011656621238,1
294441,644,83545,624,4344,3.7210285365074105,1
282206,445,15789,4344,3198,4.491778815688989,1
554780,532,98875,2371,3159,2.426814634730997,0
763439,787,29107,4699,3983,0.6830777772409369,0
612149,602,26287,8250,1023,6.93926682787252,1
188553,453,15014,5116,3839,8.000527068164313,1
732084,831,8574,6237,825,8.801046413603263,1
722737,630,38597,9469,2736,9.352872911329728,1
929071,217,17467,8878,3406,9.159633659042658,1
299950,840,43477,7627,2774,0.27383424117601196,0
887540,765,87450,4610,4632,9.78094908279648,1
75457,285,54354,532,491,3.795020216130519,1
595173,506,77897,4497,1859,8.86107684839795,0
600479,782,64965,3852,2339,4.407602002521406,0
48674,306,85417,3404,591,4.221905110249919,1
605703,383,21880,2768,2734,0.1119061395617027,1
464698,584,27251,2655,1492,0.5244144739978185,1
306271,193,52546,2140,947,6.712790650401377,1
417718,41,44016,7724,1575,9.376406074265056,0
882461,292,26889,573,682,2.244002666931909,1
204265,845,25979,1565,628,0.9391902938629992,1
246365,882,61516,9997,4688,2.1385703298486938,0
182796,441,48741,436,4482,2.1231984656483283,1
997306,528,65035,3589,4747,2.931356035176327,0
400456,695,57133,1398,2240,0.9474346754465612,0
481102,471,13360,9746,3754,2.355267119716211,1
108889,880,98138,7691,100,9.21274834332863,1
311688,993,66939,3266,1093,8.902192374493707,1
935144,377,36088,6408,2491,3.163043407209134,1
33895,667,80318,3497,3772,9.968934578551293,0
895310,261,14020,4956,432,2.9835310748155965,0
358531,175,7420,1974,536,7.218298190783496,1
799352,624,89059,9058,600,6.440088220539092,0
736288,714,33637,9245,1666,0.6455414544672877,0
605741,538,39210,5410,2755,3.422968460046978,1
162715,611,31453,7742,318,9.514996177937714,0
816659,380,9275,2534,4941,0.5086693327945502,1
286395,607,30052,7573,1862,1.7488432496582607,0
811670,112,96597,8219,3732,9.709457758707197,1
585332,603,33741,3217,1527,0.3979275984937525,1
159795,135,31613,2335,70,4.466073483344671,0
822405,47,91337,4676,443,9.183510389633549,1
619580,357,48162,6395,4694,9.436787885429892,0
664873,222,95766,7329,386,9.793208915800982,0
961820,328,32199,2157,1869,4.813212615290395,1
686585,746,17572,2691,4648,0.8647998783146615,1
922883,743,5147,6541,2011,7.727032816372329,1
107371,435,3443,3342,2921,7.089834720972563,1
143377,256,94521,1555,3351,5.796133947698028,0
557010,657,71220,275,279,8.882358716285534,1
781157,295,13595,2736,770,9.115700889867806,1
78684,240,66857,9539,953,6.832442732535798,1
56429,329,14810,3089,4424,1.1209994720612826,0
603725,521,6740,7578,1559,0.9552517291361984,1
994928,530,32712,7968,2497,4.086297521462651,1
227707,234,5468,2172,3446,2.927005985446547,0
174548,515,79054,152,3367,1.3298318442481993,0
176325,834,12704,1604,3547,6.111908211924004,0
414924,116,65974,6801,2440,6.835298039635363,1
899853,708,65700,7724,108,6.9796826324495855,0
721323,742,5678,1826,4454,1.7527725877071532,1
815053,616,64882,8438,955,3.0584380711465977,0
424217,716,56987,5509,3360,1.9905290356469851,0
492323,763,36105,1370,3489,6.013342311779811,1
277364,751,17371,5322,317,5.6708143534187645,0
877662,340,35297,5128,340,5.033134370949083,1
852554,14,86532,5811,4444,2.9605655855068127,0
82757,872,28753,1691,2074,2.3705292679713184,0
106385,477,85765,6674,637,8.904078322560718,0
331051,525,5756,3390,4496,0.48853956592877834,1
956288,785,40873,2398,4463,6.5639837888846575,0
695430,947,60630,9862,2390,0.19576981030278606,1
40150,774,24603,36,3988,1.9383812767630149,0
515443,172,23308,1627,4999,2.894834688629496,0
242983,662,31256,2339,3193,8.864859692612422,1
324406,910,55814,6160,3936,1.3773493357267064,0
110756,817,32961,1371,4281,9.378065554147284,1
482588,540,90703,676,2366,8.154563042355974,1
974048,91,51641,5072,3002,6.790464241167918,0
552449,490,26433,252,4689,4.117461462007692,0
153252,902,29731,2864,1565,9.052568771231122,0
213473,525,6401,1616,792,5.279550298088507,0
281969,649,18445,2231,3704,3.712075279398074,0
93811,196,75418,6433,2400,5.856239900646082,1
395233,155,61012,760,354,2.3226764937363664,0
152957,161,71819,3286,4201,2.7287817721902208,0
102351,372,25970,6301,3895,9.193145080114093,1
47260,102,62890,7066,4513,7.939268415279348,1
404476,40,11360,6834,4017,5.13500729171112,0
449162,835,54613,392,4737,4.16567391231773,0
703022,549,64357,8622,2252,8.075699390082244,0
995897,658,32235,996,564,5.706363333589932,0
824450,950,81395,7148,3453,4.1503373355601125,0
187171,611,73135,9283,1302,5.154487919957273,1
194378,58,10428,1100,1750,2.3270924386298586,0
423446,888,47185,8293,2590,2.019698827038501,1
812201,267,69419,9084,257,9.890907790159227,0
368839,527,85171,2260,1595,9.695918211530502,1
691574,550,37821,9980,1046,4.208271090069928,0
33492,419,48001,2180,2232,5.152615318197965,0
851199,165,77660,5316,2594,8.271941377821488,0
221115,784,84934,1780,4077,7.2583565508349634,0
587761,555,93598,6433,3584,0.9954923349953859,1
379231,449,99432,9471,1640,3.74611054281206,1
110015,246,39633,4008,1711,2.501512432314387,1
613503,659,88392,7373,48,9.926301916794863,0
242495,377,14407,3286,167,7.487015884320877,1
4687,66,18080,4517,1853,0.47765209149763455,0
705495,184,73860,2628,3854,9.000379665991364,0
458851,223,7407,538,3741,9.279583797989721,0
598688,36,40013,1780,2068,3.3326897628669494,0
859095,816,37433,6605,391,6.419777618913781,0
882441,927,63948,2348,2950,6.820389923383241,1
837136,128,4220,5407,1449,7.295476215939018,0
383375,156,62474,7169,228,6.935072730841915,0
408050,877,77267,1960,3252,5.5971800840493895,0
403137,274,76716,3091,351,9.538439105578956,0
904680,412,22554,7097,2272,5.1237417212767955,1
684933,267,78030,3562,4037,1.1091322822679694,0
825308,869,77021,5081,233,0.8042548317316278,0
791698,198,65847,4901,265,0.1837661922883893,1
38713,836,92541,2304,857,4.279233868642692,0
927489,752,26361,2485,498,2.732362650820833,0
23068,991,81103,7928,876,8.95218915346694,1
615524,508,15980,8175,2258,8.671478586335223,0
664726,719,87474,648,4194,8.378425021593953,1
495071,248,50748,7890,1644,8.67278117399373,0
70384,336,65657,3815,2392,2.9760567946440855,0
555760,79,33518,6279,3324,4.261175442296774,0
659816,938,49257,9743,2951,3.1173805927583222,1
216750,773,6934,9494,4619,0.8608105312285119,0
144103,983,74787,2632,2647,9.240462935182666,1
86675,714,95781,7903,4951,6.159262657416345,0
676386,34,77895,1268,2256,1.325523999374898,1
566175,591,12855,1773,1432,2.0605895665382845,1
160849,165,17628,7020,480,4.5075262751805,0
961434,667,90187,3627,2970,0.5189407794889689,0
133732,840,23249,1166,1665,2.7199178122802845,1
290295,228,36050,2548,328,7.034463876712068,0
287757,570,2275,1550,3254,9.204064820297724,1
66266,388,85728,2140,416,9.287314157513528,0
210816,901,765,5502,2301,5.200290834508997,0
634308,203,53734,6008,944,3.12155254844121,0
317882,49,83417,6422,2052,9.207456551240368,0
702137,606,95037,5846,2350,7.866349062012645,0
555990,352,37834,3520,979,5.871119159042629,0
220450,512,98793,7928,1656,8.345529014479713,1
125188,459,26999,7125,2654,4.588303688475781,0
602551,345,39142,8812,1451,1.1219483470162706,0
908245,13,77419,5407,3011,9.382381195700537,1
260751,811,9295,2523,2783,5.340070770353297,0
393455,768,93393,4767,4003,6.952905523144532,1
637513,526,56929,8362,1586,3.9229229288179326,0
361069,506,29867,5644,389,1.357415223424694,1
915860,235,6286,2419,3728,2.7188179494902376,0
62804,159,26290,9608,849,0.43672629566007704,0
617628,247,4149,6077,818,0.8757960190845315,1
276165,669,59587,7677,3635,2.0491911232821836,0
642899,112,67881,938,4107,5.6101113102575075,1
45001,184,21933,4930,2654,9.928847369796996,0
675452,470,74306,6352,3954,8.437233091504496,0
423131,757,18082,6943,4106,0.8586705309304188,0
505120,43,10863,7611,489,8.423436716624867,0
447539,693,6984,8064,2319,5.363113081462401,0
389976,527,55189,3177,2928,6.603234674133116,1
470253,449,93039,5351,3163,1.2976572009566378,1
632014,294,38024,5100,2934,3.954402271063265,1
183974,234,49430,3796,1146,8.841217148709887,0
278883,574,67004,2884,2823,4.253656290434726,0
860444,266,9132,9923,2505,1.2711347759232072,0
467683,68,35086,1272,811,3.1107528559931943,1
14699,953,14462,6407,55,2.215197203679117,0
134876,255,46349,1752,707,6.868970400946445,0
443120,528,22323,7670,1009,9.1102776438441,0
448812,223,18167,7430,4118,7.334899580339074,0
182065,937,10067,1691,3848,8.436199844925657,1
458582,599,55782,9449,3316,8.058176627498902,1
563631,710,61987,8623,4867,0.1460430307895455,1
405991,962,3226,5173,3489,1.243702016939936,0
778558,828,77456,3905,4326,4.233790862331194,0
634273,225,25561,6046,4305,1.1208966458407776,0
326156,412,36738,6080,1400,7.349347651914177,0
310830,292,75794,6156,1193,0.7018743152911222,1
711917,840,31655,6814,4994,4.1624187702220405,0
327380,965,18854,6684,1497,3.9228921061332866,1
177946,582,55046,2104,1250,5.434456565037244,1
131025,582,48675,5099,872,6.2937743877728884,0
119222,224,85714,9376,2410,9.469563702738627,0
556874,391,84811,436,3550,2.711847989849292,0
58009,54,75411,4325,1578,6.659844886185363,0
1607,926,44133,7008,474,0.35084789724432075,0
753525,181,35915,8813,4290,0.010070013871287253,0
824818,230,63388,8826,3566,0.25358211076852766,0
342769,394,77789,1993,4048,4.489117536539126,1
456868,104,28737,2675,4624,5.550131514683308,1
639160,868,7901,5861,270,0.062116465617033656,0
227316,53,83094,2340,3551,3.964115404429772,0
971616,237,84869,9601,4585,0.4085668756352956,0
431241,583,10001,3816,4457,6.5328393323215685,0
639523,326,90548,9020,3883,6.312320316639482,1
907732,740,94997,2281,2619,7.841839881168498,1
508314,344,31811,7463,994,5.462608686012991,0
850924,610,98538,5822,768,6.229498283114139,0
142295,633,95946,8728,544,2.7941929316755374,0
509105,728,59489,9594,931,0.8545381815700315,0
286087,476,37896,8996,90,7.373061619762788,1
88051,888,95134,6682,4333,6.1186333337255085,1
882587,827,60919,9043,850,9.383318313487845,1
457076,724,40927,8097,2968,9.892258416772483,1
493884,306,98530,555,4872,8.472840486413036,0
853719,554,95984,8067,3077,9.856218595917724,0
112541,498,32330,5341,2659,6.474462966979533,0
245084,224,71696,5043,633,0.9194916145136489,1
368993,533,43570,7400,3228,0.8983253916563794,0
858312,11,26851,6029,1224,8.071197741858128,0
428189,884,21185,6818,1248,2.3686043589517913,0
207120,670,75543,2094,982,0.6098820719894849,0
168727,663,70893,3478,2510,4.722746047349055,0
231706,811,56700,2930,3850,3.1464585575291126,1
75158,216,83330,8445,4758,5.881491484246858,1
458393,350,70300,3520,3993,6.001510342465613,0
978013,713,80125,58,989,6.815010011790832,0
123207,416,60723,3702,1616,5.764423234058117,1
103987,862,10037,9913,424,3.8091804701323273,0
585749,315,34105,2607,1430,0.23666699346598818,1
543946,516,5420,5110,1635,9.050884681235422,0
647499,919,82037,8456,4200,3.269217298201413,1
299277,478,9779,1707,177,5.071505750108568,1
739543,773,11444,2293,3776,5.569375856672799,1
388419,725,90654,2484,719,3.1485293473938283,0
283764,883,67062,2735,3128,3.0848095639517914,0
431283,567,44527,3455,4504,2.608615231910006,0
463485,895,72623,937,3001,2.4335334438925282,0
161747,504,8793,877,2789,0.30395729758473045,0
723561,270,36382,8738,653,9.579146016696168,0
526148,587,2149,2462,2622,5.9529605877821705,0
640820,671,85221,4493,3556,1.0806700911646283,1
815050,591,41347,6135,3392,5.91958420673837,0
815348,373,52832,7981,4403,2.3224759495102907,1
209289,523,91714,2215,489,3.1068205128196666,0
869488,550,79551,5726,1344,8.011681883922744,0
875099,777,19666,5947,607,8.858020188216129,0
23878,582,2696,8421,3591,6.998238930655015,1
602248,621,32173,1427,4119,9.325814822634417,0
563842,905,12626,6287,752,9.05027063861064,0
683156,464,47287,1699,3048,5.51170119807516,0
403561,153,53303,2145,4444,9.078466593897002,1
980022,201,80850,8198,4120,5.449979511806841,0
911290,874,44793,6958,3461,1.0427399910734192,0
124448,362,99609,4272,1014,8.294552793163437,0
225094,791,31291,9421,4694,1.3120246452775997,1
285728,308,46207,1823,1768,3.159601338432465,0
524663,469,33484,3984,4896,3.79792796234271,1
12598,436,87765,8822,958,8.072859401623711,0
730221,847,5758,8461,1591,0.83536674672822,1
412661,832,64495,3771,3261,4.44941464673077,1
306957,725,32251,500,2588,4.367158110637659,1
135802,766,52807,5606,2538,5.821602395149943,0
536972,40,97369,7939,790,3.5386878172620797,0
451686,341,76719,5607,4267,5.771624981653164,1
367570,979,80616,2750,4016,9.858942799020253,1
166635,945,51774,1312,4394,0.7154918539911603,1
928545,420,74615,2153,3098,8.746284567160904,0
447681,61,86262,4736,647,3.0862943807079137,0
74723,393,51641,608,4843,4.657164362285751,0
62320,252,18306,5104,1475,7.41117483082312,0
366288,784,71814,1663,2060,9.100364634472747,0
295768,695,57267,3294,1123,0.09075483536569728,0
732815,621,57201,5924,615,6.6219227428352045,0
266870,426,36797,1997,1284,0.6955233963957796,1
782800,484,3063,6022,2325,5.25678519171082,1
753612,401,43147,3185,3137,7.4976008831652585,0
230635,398,58827,1531,3672,1.69534141315135,1
182465,582,69428,4216,2855,7.637849763281164,1
658203,977,83657,7384,1623,3.0953785981095647,1
842361,881,20604,3706,3449,6.105511309476773,0
977360,709,26484,7259,2703,6.580410387073763,1
721820,478,42330,4502,1140,6.489807271981858,1
801186,417,59321,8867,2830,0.18544796278140097,1
685213,528,49127,9846,498,1.5227400774767885,0
453776,198,15828,5004,4682,8.56202690357203,0
986320,604,4957,3544,1103,9.398422725950423,1
96324,360,18671,3818,3089,5.636678887784522,1
729692,941,58580,8087,1752,5.969713619213902,1
529855,292,96839,7082,4014,7.550305900592478,1
489963,645,58550,3443,613,4.0610528632253615,0
206908,166,74232,5709,3047,3.280163444891474,0
325262,608,78348,1047,643,7.682016656399302,1
453102,157,75131,9523,2868,0.28285656964914363,0
976228,79,75495,2660,4153,8.853462881246472,0
819582,981,15383,7930,1135,4.409025247928136,1
198863,379,8892,7058,4692,5.042286149153811,0
257250,597,27780,6266,3699,6.3427815766407045,0
884796,635,94257,8955,2362,2.7438574833091076,0
924966,524,19389,8077,161,5.973874914497078,1
215650,243,45081,3408,1821,6.930389468500081,1
552848,688,96905,6301,4419,1.1793144993594484,1
609856,620,98314,7494,2765,5.204707805884848,1
638534,645,13095,1684,3402,3.2942013614143475,0
209758,476,70757,869,2627,5.573577256706514,0
659731,566,26634,5123,3993,0.21294287496887,0
348493,903,48239,9105,4994,7.426803562111681,0
125460,845,3677,5875,4855,1.684045045467143,0
186084,296,43779,7212,4597,6.893869476548423,0
205228,627,47873,6727,56,7.688149121527531,0
266076,303,91084,9822,3237,7.526119924438214,0
939974,490,72870,542,2344,8.175020945837637,0
10778,143,44752,2203,4902,3.0774515118148438,0
286177,17,59798,2935,619,9.671131653352923,0
666664,37,37932,751,4874,0.23818175134068587,0
258589,792,74569,2111,4874,4.812000961148877,0
992159,744,65820,8612,2613,2.702849383422956,0
769221,529,87651,7276,4261,7.398804498468744,0
390585,319,56763,9678,2835,8.052232854078689,0
408623,655,84355,5699,665,8.22392527517827,0
464735,550,40291,546,127,2.9690405563469047,1
3521,636,78248,4961,3557,2.7414053611224096,0
914063,503,99333,2557,4171,6.769357192784566,0
85622,43,32297,1571,4982,9.281843645832081,0
508922,16,30591,6584,634,2.542052155860983,1
118257,49,22968,8645,3608,9.105996994047713,1
639935,339,24475,2691,3689,5.914613930812665,0
132855,918,53603,6960,4710,7.379380219353708,0
43666,71,19350,9949,985,4.398920715078196,0
148870,95,97020,4774,2573,8.068572216561053,0
730451,734,73291,59,1156,9.704928927654134,0
863735,125,98857,9609,4536,1.705757313896441,1
264247,586,82187,6211,3868,3.8555942500024933,1
972547,306,79739,1338,243,8.624566460622338,0
71845,388,23519,8658,767,1.7667288088726008,0
690299,691,66776,7001,3217,4.129634434486062,0
977546,637,69695,7948,414,1.6611510971082744,0
337314,331,84409,2471,3283,6.483682587574427,1
761072,637,10780,8911,4344,2.3831915219943256,0
799567,742,8661,9427,3106,3.808021053976014,0
382577,404,28512,8754,2886,4.911336582536675,1
194020,366,18403,9174,861,2.971288786586822,0
622868,571,42983,4520,4914,6.7990093042662645,0
349625,848,42549,8101,4957,1.1124945428839594,1
191828,428,95085,1730,3357,8.798007647212213,0
517076,487,48719,4339,3933,4.813404564867189,0
564692,345,70849,7879,3764,5.728141339853511,1
790021,600,75788,8037,209,6.221296775804532,1
207639,29,69853,7800,2157,0.5968204768228957,0
534983,421,25456,3047,2377,7.569907555334376,0
213135,900,99142,9549,2189,9.459418542034285,0
793154,558,58095,5225,675,5.199079635594419,0
243778,268,8461,1785,1355,3.908687090269991,0
575162,614,27945,1962,25,7.847958501115188,1
395057,708,46690,7246,2693,7.20352958386703,0
675091,366,70363,9380,1650,6.50975796363222,0
388245,210,88907,5965,2958,9.653514244191374,0
525933,420,78439,2678,4457,5.817744219175475,0
557404,297,19887,6105,1682,2.483757439200639,1
566271,57,94072,5307,4455,0.24766047932225477,0
30402,774,30103,3123,1966,4.534620298817974,0
836590,567,79936,3143,3286,6.523235571717904,0
491501,379,34843,2800,995,1.721391384940193,0
299613,240,50464,323,76,0.25763738034346173,0
848008,104,79726,2202,2142,9.090894552717,1
277052,312,84204,6202,956,3.0194742783610917,1
61269,227,31869,7442,3044,4.660494344470658,0
567519,561,47852,1794,217,0.9107091619033614,0
832653,396,45301,2342,3946,3.816133053517159,0
931219,724,47491,3045,2415,4.2377330299757805,1
563686,637,47369,1307,3345,9.027445370153023,0
587660,934,74531,1455,1467,8.65457478383395,0
822756,100,47331,9154,4782,1.8900204130996667,0
675698,67,28911,9909,2872,5.5606222666569005,0
663747,443,6521,5391,32,7.312478041271316,0
482924,531,39123,2539,2919,2.918505660338251,1
158247,777,52871,3618,3487,3.944329837781897,0
31795,838,31514,2378,424,9.848812878929905,1
502378,770,37539,9066,4882,7.597321357339466,1
915231,492,35464,2205,3078,4.371800627383554,1
506150,376,45226,1139,4834,5.340817035331753,0
394064,898,46231,3591,4862,6.257823547562317,0
518157,838,71332,4714,1817,4.988405549885101,1
693789,416,33576,4714,3926,4.116200321105108,0
326249,527,3293,9737,4018,3.593497101596943,1
791233,340,3459,4667,4294,1.6898163415158363,0
776681,709,18803,8457,714,9.736211268066135,1
139485,244,69760,8293,3207,0.914127042382834,1
247923,892,7571,7854,3980,6.010223922305259,0
897807,420,88283,7158,4383,9.596024446316756,1
542953,192,25772,3973,2024,3.749316170633131,0
470608,296,53719,9726,3873,2.5242134971167274,0
884068,132,14171,2269,3729,9.555229798110487,1
896823,167,75253,2483,2614,8.017393327954576,0
9187,332,80947,1213,810,6.550250353638882,0
590277,22,71773,4735,2455,6.119884270117714,0
551072,836,9236,4429,2030,3.601261219941615,0
836886,575,43113,9098,1785,6.413192982210275,0
670165,881,46927,9773,1972,7.250254232538752,0
829147,798,38087,9796,716,0.31730976556135326,0
840843,564,18251,5995,824,1.176900412623928,0
121451,788,99679,569,1727,3.151104214386995,1
43186,630,87321,8095,2232,3.2312841694632546,1
254940,844,90723,1545,762,9.00515934478664,0
860543,687,13850,908,21,6.845053988499177,1
370873,872,85236,4462,2259,3.7350448181194382,1
760642,929,46003,4083,4561,8.092021526890491,0
506956,627,83518,3340,3305,3.23194871471037,1
29093,572,4949,6947,4267,9.90756149949103,1
75625,213,30581,7039,4892,7.8161980818192625,1
227062,966,72108,7112,1541,8.083900281615074,1
547762,311,26553,2425,4339,2.6097253976525447,1
271298,52,29733,7155,420,1.4503382490759675,0
678424,804,78125,9205,3544,3.8953904731815547,0
777559,606,49790,6670,4436,3.3423575048926213,0
225494,738,75650,1872,1983,7.69832140087103,0
161470,679,645,4909,122,1.7428811977965941,0
364810,871,71420,8397,4967,5.274662850537773,0
700229,515,23052,815,433,6.2819329982192285,0
10646,648,77997,65,4165,3.851654858789643,0
584959,200,26574,2051,4746,2.00607312892516,0
453923,787,82009,2,3482,8.95666799902525,1
117700,908,47471,7426,2884,1.3884004571628439,0
26391,982,47904,324,2638,3.0380437398503557,0
685182,69,80957,6134,3877,7.5656737932521505,0
901491,804,59710,604,1615,6.053115303120075,1
301016,475,98854,4891,3808,7.306455492028132,1
76048,388,5224,2582,226,8.087666307897543,0
161412,438,46318,3122,535,8.953928874693764,0
606893,71,38349,7976,1122,3.045650154050853,1
377754,929,61566,3114,4365,4.743051602887971,1
377703,311,53330,346,3534,6.883101436291367,0
660862,647,9435,3443,658,7.947456638086145,1
623060,983,69015,2254,3107,5.778167638929489,0
573308,181,74673,8302,2321,5.137481779566526,0
262655,514,58984,22,1166,6.9176354558498705,1
90543,72,92064,3816,4991,3.820289909337884,0
808403,781,35401,1707,1971,8.937042961656017,1
190448,25,69037,6715,16,2.122189355199283,0
7037,700,889,6053,1903,8.840042099878168,0
706667,851,8765,3815,1612,6.43616699773067,0
895028,889,56398,8938,3706,6.006584543313329,0
945865,110,14197,514,435,4.699548634486855,0
277610,996,36928,6287,4071,1.5474604269403403,0
755660,185,36819,3039,3455,8.649341403702817,0
797059,202,51382,5861,2004,0.525339583997082,0
415809,974,54337,2856,4953,2.699656669476642,0
576985,982,64322,2341,2733,1.097067469713584,1
548437,822,56527,8516,262,1.0683531190114337,1
542025,908,71733,6336,2441,3.904227652024254,0
68854,282,79068,3362,807,1.6042569347865865,0
963991,476,2283,7806,2512,5.813857860547627,1
550602,942,37752,3490,357,6.271589396397714,1
822719,782,82531,2507,2401,8.820937274171213,0
948955,184,64446,8148,1274,2.996679265400144,0
858395,243,57781,5167,4471,3.091783834042856,1
693731,821,97259,3178,988,2.463687248206745,0
156702,225,39605,7431,17,7.818103319515654,0
183308,500,89026,3324,1738,4.2806008018655834,1
821099,426,46500,9754,2763,5.524220133524926,0
93214,768,8715,1544,2997,3.746175112738861,0
26099,542,62906,5851,913,1.5681292947329084,1
98170,460,80275,8717,565,1.025297088210393,0
259744,845,22870,6172,2912,8.682734663233012,1
215493,764,32341,4633,1352,2.654816816579496,1
785108,809,29471,9941,1471,9.416199155510569,0
865036,289,11590,6286,3163,9.472934412799528,0
345779,253,18645,9032,611,4.789215571729583,0
170170,684,1023,2265,1062,9.5858822653524,1
684233,155,91691,8904,435,0.2848721635707985,0
679918,76,24897,8258,647,0.9165057974541191,0
192195,112,15437,8952,2409,2.4330967994821284,1
555806,319,76854,6287,4017,2.0919340164400326,1
53763,931,43791,5260,2609,2.526378452398231,0
731076,965,31575,8656,82,4.5229433043927685,1
60172,646,48198,4191,1789,0.6292135333088489,0
738491,126,61619,4899,1050,5.553882836983481,1
483492,481,10619,1467,3838,3.0945422507726352,1
225330,772,60324,4852,4116,0.715475321450858,0
770137,330,20141,6101,2741,7.5320926890574045,1
922254,444,66820,7547,797,6.5342976926213066,1
668241,379,28094,2760,2526,7.934300649663961,1
938110,747,14466,6421,4751,9.392339583464484,1
279963,709,38121,1393,762,5.857652438520823,0
617301,196,66439,3693,617,7.867160023533692,0
160827,597,42137,5378,3880,1.9918270837886398,0
26811,794,16365,1699,4806,4.103669557751405,1
452338,478,87930,1120,4432,5.300709874956136,0
300841,670,15971,5329,3863,5.412138060040586,1
586484,716,43475,1571,3686,7.1833731344717835,1
638388,885,31359,728,767,7.959410256821241,0
412560,805,33180,615,3185,6.66852926794016,0
21656,482,72175,370,1020,0.47245489348649583,0
158454,565,30212,6767,3493,3.5121676212139654,0
163103,463,51567,5338,1077,5.724390204476359,1
203421,455,84506,4942,3259,5.078694600571184,0
61574,691,31356,9139,3610,0.4479696751543216,1
461476,103,21955,1119,1775,9.806365690528798,0
58529,745,26140,9647,2878,9.561055272406506,0
395710,799,57824,6331,1890,7.737617925541624,0
412579,47,39325,7019,1626,0.5535323962817529,1
678172,791,76003,2422,3618,4.302078355074595,0
938941,491,55432,7590,4284,4.097695527688395,1
107741,756,77568,9532,1571,5.580260171247806,0
621348,120,80662,9710,4965,0.5592845786580514,0
8160,899,68418,5825,3675,4.236566459983772,0
173415,419,44703,6760,1591,7.5783931699764455,0
548881,177,12805,8902,2626,9.980079495674884,0
656644,575,4400,4570,1192,5.9544321414695345,0
442299,406,41614,573,4773,9.406123112380062,0
169923,136,92089,507,4247,9.98538481186297,0
545666,999,82100,6735,1128,4.3478192791669015,0
664851,796,20509,2222,3438,6.686904314466967,0
852932,51,66300,7688,1115,2.132151215994714,1
853868,50,20519,1294,4808,4.756464437616338,0
788891,571,63674,9889,4900,0.784115430036898,0
407896,496,76094,787,1908,0.29149778506417534,1
544593,908,16175,4667,4527,8.929193350046786,0
167373,680,60642,2233,3752,8.584003316245738,0
689052,853,60123,8778,1328,3.1206465825777743,0
695707,408,26947,3650,4123,4.569530437100669,1
149261,191,14214,3249,1311,4.936103041322141,0
663955,190,86958,6071,4450,5.207011232068153,0
478364,950,72335,4036,4038,1.3457100450481418,0
65370,687,97557,8747,1862,7.750587617007499,0
265065,753,80045,1709,2004,3.4781569255523737,1
628564,727,9974,5212,3615,0.3169518122994275,1
259741,876,29356,1510,2725,6.765615226698481,0
3387,473,50216,5903,2183,8.298774961002545,0
339410,59,18840,8167,153,9.181267867068485,0
343510,417,50498,7552,815,6.744053206371196,1
232372,410,59571,3506,1119,1.9127901710584028,0
5825,155,6997,6078,3268,5.897805314400531,1
6282,307,74910,6432,2155,9.117619831612092,0
932373,154,36900,3633,1209,3.5056009763316176,1
511407,25,2453,1461,453,9.53350721773941,0
16451,94,538,5914,1106,0.9767907172478929,0
253622,225,76151,6352,2796,7.28052743905545,0
763294,491,30593,2171,4544,1.1991117249706695,1
674265,61,2303,7928,4416,7.988753029051558,0
756015,557,55573,8594,4373,0.9765566384577162,0
134770,116,58384,8475,2659,3.257250400648778,1
938500,228,50543,6806,1037,7.768617142138044,1
673252,944,84092,6115,3333,4.6019327077434715,1
783586,346,99639,8432,413,8.82686471014386,0
573356,930,35027,4656,2541,4.017378620574258,1
759974,380,72151,8892,4142,9.949581202885508,1
597014,819,31468,2670,1939,0.18674793060319828,1
866134,263,54686,4360,655,6.960622060842876,1
903394,414,74227,2548,4044,9.158876278586781,0
423905,589,99114,2326,2479,5.359864730125185,0
233198,994,63175,2796,3861,9.885092387276465,0
32604,708,89268,7046,1347,7.080245012709368,1
115751,645,23940,2206,1316,4.2952629419008,0
332601,39,36481,5179,3606,5.153773777696403,0
357671,194,69240,1610,3838,8.774695616560145,1
935747,298,33978,8679,4058,9.575834982741538,0
569075,368,14211,464,315,5.558862723971549,1
428531,483,48866,4323,220,3.0715024558640582,1
295179,994,36513,8857,2261,2.3932510160115026,0
560132,574,75714,5475,844,4.770482097004721,1
506482,409,89711,9681,1514,2.96338566654224,0
279964,698,83411,6965,1108,4.208367237262735,0
220077,993,15816,798,1730,8.344668050654933,1
309820,142,32441,2800,3185,4.71987585879563,1
758321,511,94382,3240,1238,6.408788900561513,0
313058,512,15620,3355,2924,0.9010683857274504,0
657095,883,22844,3929,1190,7.621272297016031,1
335894,86,52200,859,4382,4.829042426229151,0
