likes,shares,comments,weak_ties,virality_label
5971,2374,4062,6.92707351143441,1
4164,4990,2356,2.5345369387036465,0
7941,512,3810,3.5636559332103825,0
5569,215,863,1.9127898789689746,0
4300,3331,185,8.563001936971451,0
6269,2172,4356,8.82648763819504,1
3818,3153,1551,2.9691250791543156,0
1906,1706,2207,8.2358982417063,0
6254,2106,761,3.5824165003698405,1
760,1567,4319,0.990194228951583,0
7830,2208,1279,7.580763972920734,1
7350,2331,4275,5.964462488988447,0
6238,2153,4727,2.743824436707504,1
6090,1128,3694,2.52999740511847,1
6031,3510,3281,9.756233704823213,0
7687,4323,1536,8.625010408930914,1
9091,3653,3164,8.097983293737647,1
9911,2365,2770,1.2801770864166562,1
8472,4897,1963,7.551872742482605,0
1887,2921,3845,2.1454022120328653,0
3266,4567,3435,9.773889432082408,0
666,1079,4710,0.520891879622577,0
4188,3511,561,3.5213848356024355,0
671,2741,2421,4.286478407787152,0
6777,3020,4717,8.242029115622545,1
7570,228,2135,7.6622281800404615,0
7956,170,2061,3.749921449465896,1
5124,294,2180,5.655602934580408,1
5585,4284,1960,8.355951636077304,0
4777,425,3879,0.18199592151052713,0
3900,918,3279,8.021780995244722,1
6677,3253,3884,9.468960253420422,0
6981,498,3270,0.3206452148417116,0
6376,2809,4687,0.4558098707818259,1
523,4961,582,3.4451400556602008,0
2393,825,1613,0.8776956376767453,1
2593,3779,1101,4.792760802938883,1
9945,1858,288,7.2871068508977865,0
7240,2118,3859,5.668992350318177,1
6937,145,3060,1.9643190907274033,0
6190,4565,2926,6.548113000303577,1
5240,3577,4102,6.848544791789158,1
6493,192,1183,9.324459556850147,0
2878,3888,4335,1.4679689737704904,0
4143,51,1446,6.923361649097234,0
3644,2410,1749,9.114272188531475,0
4432,1820,1903,5.015641533206342,1
1276,2964,3175,3.617996798630564,0
5811,2521,1077,1.7074949422115826,0
302,1869,2377,8.667868864897576,0
638,2568,847,3.9424637484059444,0
55,1867,2876,9.248824432676923,1
8717,2738,1239,8.477582981307762,0
8150,3269,1332,3.7663985179719575,1
2125,3199,3506,5.739143089462625,1
364,2579,2379,0.27174036293921455,0
6809,4005,4791,2.632214028671347,0
4621,4935,4122,7.102728485692497,0
5126,240,3237,6.779109458462668,0
5122,3440,2365,3.5336945954175105,0
1646,4631,2412,8.086080319094565,1
918,1407,3174,2.358360518998711,1
2797,3502,372,4.612705331522716,0
6506,4038,1949,4.725306353109008,0
5870,82,244,3.4081676887001713,0
1531,3768,1840,9.546661011251672,1
8172,950,3427,6.966840335151013,0
3345,610,124,5.3919933532730155,0
7673,4669,4632,5.1051509338864856,0
6949,3605,2753,1.5929609247109655,1
6882,4554,1919,3.7218689706809824,0
1906,3283,1635,6.727733147291074,0
3086,2173,1425,9.245702196867336,0
8152,3484,1540,8.164640593918385,0
5750,1522,530,3.0038980395997115,1
8905,2601,4349,4.339566256899333,0
1062,2657,3103,0.8291752071279457,0
1976,2159,4756,1.0217232303558077,1
1296,2449,1801,4.702303869987151,0
6229,3830,1036,5.302194068171001,0
7641,121,3728,2.6402709569691396,1
125,4368,4011,6.427826891859413,1
4632,1317,3463,7.0338068558013775,0
6288,4493,1142,2.991161316119577,1
3596,2518,1755,7.584247257075418,1
6168,1230,4840,2.0560491903913336,0
9795,1133,1629,5.442513772755738,0
7561,1301,762,8.042810935621732,0
8258,4034,4889,5.370090856825554,1
232,1910,4839,9.079627185210505,1
9361,1505,3957,0.5850123287463582,0
6371,3185,557,5.883138454914718,0
4206,1916,4621,5.617554525443901,0
9685,4915,839,6.603533285426847,0
7943,3548,2,8.334068386803077,0
6891,2757,1051,7.25853084338395,0
6738,1956,1404,7.9028273537284175,0
2472,178,156,2.888167257176215,0
2739,896,1937,3.874973785689646,1
5401,1551,510,6.267769740462303,1
1761,491,3404,5.534614719249352,1
876,60,4782,9.611038749705365,0
3812,1077,1137,1.8683449993441936,1
9504,2895,3914,3.512783724511417,1
1460,4160,3321,5.727552332848548,0
1733,3683,4666,8.67963769936152,0
1605,585,714,9.293485246909917,1
5622,3960,2286,3.3603633082759856,0
6767,3770,2654,0.6710846152635164,0
6986,534,990,4.216196979221851,0
3517,3462,4429,3.943441432335071,0
3735,4011,2160,9.864870679296896,0
9352,3398,4457,4.310612442907894,0
8434,2155,2144,3.057229993032294,0
2590,1004,2063,3.65377374534934,0
1063,2499,2603,3.9692628062381385,1
4324,326,1977,8.21540382196616,1
9111,4703,375,0.8101489283126417,0
5342,2706,741,3.165070488750267,0
5,1,4485,9.663184919070996,0
7489,1033,2667,1.5310250479879994,0
8659,2481,1240,7.4260132153258995,1
8195,124,3470,3.563935011982904,0
5966,1104,4919,5.817855261945254,0
8837,2699,2367,0.9954803850888205,0
117,1861,2243,3.0641166735394654,0
2551,2920,3549,5.008649416608883,0
5560,128,417,2.3170065817585836,0
4289,437,606,5.418699430531522,1
846,4846,567,2.197593140627163,0
6316,2548,543,6.501005526505539,0
6469,3129,883,9.043543402503143,0
9333,1221,4798,0.8548863735157142,0
8915,901,1223,2.1661603577608632,0
224,3168,2893,8.4442302726033,0
4208,4486,2068,6.3155348544195755,1
6283,3918,3709,0.7870891714256523,0
2048,1067,1786,4.863501151094953,0
6233,26,1457,2.0975851501133502,0
9765,547,1914,1.9909639407006974,0
1828,2668,77,9.406453433605238,0
1917,566,3613,7.61541548076109,0
4234,703,1308,6.962305935241437,0
6988,4280,647,2.3892881707785865,0
2026,3140,2187,1.1857343304095047,0
3744,1590,552,8.708326212853502,0
9093,4943,281,0.0587956934245093,0
9,4694,1281,3.880964237010196,0
260,805,1846,2.7761250296133353,0
6038,3791,2487,5.703762003488237,0
9865,1357,2793,2.505084358858347,0
2219,3225,3711,3.1120535932830795,0
7041,3618,4199,8.500398549931935,0
2060,2126,4861,6.031888234045187,1
5287,2460,2776,1.4568252732936837,1
1619,545,1596,7.264715434958315,0
8512,2728,479,2.074592014798784,0
1342,3734,3312,4.3300493011248005,0
2832,2562,3218,6.4660723683929335,0
2824,2079,1963,2.7192953745748727,0
1994,2641,2142,3.841068146757922,1
3490,3114,3898,7.341495973041509,0
9310,1926,2072,9.379109534243433,1
7984,616,1295,5.29245056959473,0
1604,3644,938,0.09970971556622743,0
235,1203,761,3.384637512418305,1
1908,1759,4749,3.9863433484553443,1
8567,2565,1669,3.3917362000224403,1
3530,3174,3862,4.362688611155628,1
5256,3081,2685,6.326662538183997,0
2635,2630,3899,1.2112802699775316,0
8162,3161,1931,2.726305088675055,0
9762,4321,3939,5.076480860176246,0
2560,669,1126,3.1557330817997507,1
5415,3168,3297,9.910853381353594,1
3391,2121,4670,4.314314670374882,1
5951,4078,1203,8.697991535922164,0
5468,4151,4135,8.965098356138645,0
8007,719,3772,8.3600699972235,1
9064,2600,519,0.46898240945167813,0
9444,3598,2283,9.477467316133515,0
6413,4669,4558,1.2874256213317692,1
6941,666,482,0.34403627714294505,0
9506,283,2477,4.143696079065576,1
4820,3903,3093,1.9463403275785607,0
2898,3565,342,1.8419652966323619,0
7546,2234,1462,2.878196133761506,0
77,4593,1202,2.4840560524685484,0
7577,1465,1621,6.847954021501531,0
4227,129,2398,1.8677730663607006,0
600,4734,3596,5.431183051972585,1
1065,2060,3535,9.864265461435298,1
2136,3672,2877,4.323824209562889,0
9510,2494,2390,6.418731087954365,0
6943,992,3351,9.693716777298736,0
7804,2121,2913,1.3763899804136426,1
6565,2584,1189,4.186070092930494,0
5984,4196,2340,8.501924001952542,0
5142,2223,3580,9.323056827448799,0
4670,4522,1603,6.012360579589052,0
2190,3188,3297,1.4342060254022337,0
9184,3237,597,9.014715839476551,1
2712,4136,644,1.7444656619094256,1
2192,4524,4543,3.5287784833211857,0
1248,343,2902,3.7550797776226172,0
4033,4461,763,4.472915398726281,0
1997,4704,4830,7.901658159309496,0
3687,4823,1642,8.021443781024846,0
4018,2276,2297,7.196550732781142,0
1970,4920,4696,0.22128674421581618,1
8389,3201,2172,5.648451022171516,0
5765,888,2160,7.474929558814,0
1202,2043,3749,4.446252400615428,0
8135,1341,2922,9.449360453653965,0
5567,3720,579,8.23810521880351,0
7667,2883,3804,6.381550654868308,0
5742,4212,4878,0.6242518368251337,0
5788,2415,2368,6.523462475831382,1
5408,1117,3932,9.115796012522189,0
8669,4263,4627,3.794453868809514,0
9446,3001,3360,8.38132525605361,0
922,1738,4707,3.13161142862179,0
419,1364,1100,5.701032915473028,0
2204,2708,1670,6.4842441837078235,1
1120,4790,2220,6.779950375588949,0
950,924,4970,8.825493144643481,0
2336,151,216,2.346222670062821,0
5373,585,375,2.623695852889747,0
2243,912,1609,7.040409933107368,0
2645,2321,4106,1.771938124840381,1
4612,495,3839,4.642704049639603,0
1865,3795,2939,0.2003438407721514,1
6028,2148,4062,1.4097933699011411,0
7326,556,1613,6.788463850288614,0
6371,1552,3679,7.474616034817539,0
6359,2120,4913,1.1531903323787684,0
7863,3085,1296,2.27709550411197,0
3228,3504,3996,0.989044465370511,1
3719,156,4786,4.3341284392511685,0
2371,734,1155,1.2611607074463327,0
2891,4654,4879,4.3729601716689,1
3756,3276,2366,7.320982558011316,0
4225,154,2891,6.833886331434175,1
94,996,1972,2.804604868518452,0
2674,2294,784,6.737625492469324,0
6898,4626,4492,9.277121308995769,0
793,2905,1081,3.4752438708491553,0
2116,4824,2033,3.291191536976066,1
5779,1177,1614,5.714386514820174,1
6166,153,4555,2.455018110274718,0
814,4187,2416,6.51578927980252,0
345,1716,4641,8.32261770672481,0
8554,3202,3653,4.59318505098632,0
2443,2857,496,6.795073249283824,0
7783,786,504,6.518854238829953,0
984,4368,3386,0.38665561847589514,1
7790,4272,2208,1.834162951757764,0
9831,3767,4813,8.9353000181813,1
827,2878,3216,9.388921473650193,0
3531,642,3666,7.8043963991117735,1
7147,4662,1408,9.212481483276946,0
4451,665,4364,3.061486509185748,0
3876,3426,4077,2.47710971779047,1
5959,3783,1477,3.8430018756052,1
126,3701,4960,0.5534199855045285,1
3177,1069,2397,8.098716190413278,0
8795,2349,109,9.841754851150773,1
6024,4503,3554,8.240292924366099,0
5109,1212,649,5.549753348525481,0
4146,1152,1499,2.9528197048294977,0
7196,2511,595,1.9769788854358061,1
3368,143,978,3.6406287179665995,0
3797,2489,730,6.669695295482063,0
1792,3228,56,4.470615555408236,0
5732,4582,2243,9.34059820084486,0
3476,4955,1701,8.542203429657324,0
3417,3205,1286,1.0240061596289896,0
1645,4243,111,1.3152522388570997,0
9397,3142,4806,6.762391853001109,0
3030,3304,1201,2.307683899803543,1
2872,1357,947,7.910298770117512,0
3072,2713,4121,5.913581423263531,0
1854,4185,757,2.2983052773335,0
4021,1357,3388,4.7868679748059115,0
4662,4294,1841,4.0607629236703335,0
6514,4633,3535,8.731593591894047,1
5031,3192,2293,0.3216247497705027,0
2708,300,1104,8.958438904667899,0
7112,723,661,6.520826828797434,0
9524,3010,908,7.375381875483788,1
8393,67,4617,0.026074633926337354,1
3507,3836,1856,6.282394340372324,0
6456,3993,2311,5.8848616371102604,0
4212,2506,789,5.3720555638629985,0
7970,1537,171,7.858668567058849,0
8766,397,4360,5.558710963965052,0
536,4715,1986,8.570971895598575,0
1625,3357,1885,2.3263148640963838,0
7973,1163,475,8.059825889716999,1
8577,4825,1049,1.7931277282480573,0
8070,555,4129,8.131177919689799,1
8666,3661,2311,9.404635188285678,0
8609,1751,1161,3.356941423103841,0
6490,2941,815,5.298863139801888,0
3600,2657,3766,6.583290229231476,0
6783,2795,2922,0.7947166585449461,0
9146,2329,753,4.940807182041203,0
4971,1959,4661,3.6058497658824673,0
1205,1601,461,8.72455631251308,0
1990,2793,3239,8.766795187083261,1
5299,1480,2702,7.007795395472368,0
3572,1102,80,6.557244745924983,0
5975,3276,2804,7.336884592758568,0
6320,1299,869,3.6598690100280704,1
4380,4994,4694,4.045192467506254,0
4757,3879,806,5.537047228887053,0
2713,1535,1934,9.380281273644673,0
5588,77,703,7.239998741195626,0
966,2831,2523,5.509892444962233,0
4944,3410,2639,7.704130148967145,0
3432,2721,4582,3.7089031223842506,0
688,3627,3909,7.304667011443707,0
4243,1532,4801,4.106762482827003,0
3701,237,1164,2.796614070149861,0
8533,1996,619,6.097240475222925,0
5182,3427,3066,6.868775596501845,0
9916,277,4872,4.592935611795642,1
6704,3089,446,5.655007313555015,0
4422,523,2337,6.940660748559568,0
9984,4275,208,7.677100515575095,0
1759,4218,2460,8.955714790830761,0
9181,3122,3442,3.545442062643281,0
2482,4575,2711,9.514772528525935,1
8058,1797,2337,6.372798101230876,0
951,2131,1291,7.877018826989478,0
8914,815,2198,6.997690434814383,1
2079,2694,1400,2.055717253484066,0
2717,442,4950,0.7143838300882832,1
4524,3140,2655,7.262864640181203,0
9692,142,4012,5.1105266779457645,0
8477,4287,704,7.022133684083246,0
7311,1410,825,4.768428039154598,0
7186,4473,1004,3.12234520416504,1
2065,534,3460,2.850179092595683,1
768,1716,376,7.305321308699942,0
5490,3364,972,2.767800814657747,1
6645,1032,4213,7.146768709254209,0
5083,3342,3076,3.839601263173785,1
5232,1410,443,7.708984043188025,1
5797,4500,754,1.428099257826696,0
9138,1172,3604,2.0497994320434554,0
4926,888,4735,6.859116057201636,1
6016,3338,2171,5.602311201982626,0
3335,4517,2705,2.038783426215992,1
8038,1641,3465,9.028270117268217,0
4873,471,2711,2.759441474126463,0
1481,2940,2407,4.210713981936339,0
6305,546,622,2.0228794187253794,0
3451,4726,1723,3.880276183415142,0
54,3597,3322,4.916467501114742,0
7643,2825,1919,2.952470545129191,0
3462,3723,918,7.690936731964833,1
832,363,4215,3.939329786462471,0
5954,2166,581,7.295099999587671,1
8519,3309,3881,2.0707217539024336,0
7221,545,1686,3.7703549679317874,0
3310,3240,3909,0.0805828889553517,1
3300,4729,1999,7.586375839137117,0
6722,1936,2711,6.258866443304841,1
7218,962,400,8.178233249204562,0
7776,3005,3648,4.556107881027133,0
3675,3806,2628,7.997406437128392,1
3054,882,1656,6.475825442709784,0
7970,3840,620,0.036129325342386664,0
2143,870,246,2.5369429508851193,0
5207,4611,3339,4.93891352206248,1
9503,2985,3010,6.186873497119713,1
2538,865,4719,0.6559086466463715,0
4547,4309,2368,7.050799281837917,1
5619,3203,3994,5.435360976472598,1
8356,2897,1839,5.257793068182856,1
6612,2244,2903,2.920455580979151,0
5005,18,4395,5.948230994905769,0
822,641,4498,0.27492889631774653,1
943,3083,3691,0.6470033050398849,0
6150,329,3841,7.338700872128415,1
4425,865,4348,3.2189134253396388,0
8966,773,1392,3.469670756244838,0
2198,4487,3750,2.0838520325645185,1
4242,4732,4255,4.456206920999321,1
3695,2354,3008,0.5199343141130031,0
3452,3338,4300,3.0036322357111365,0
9106,3518,3338,5.271239217776975,1
1308,2942,3514,4.65631921559137,1
4177,2567,4953,9.996696431230337,0
8705,1674,759,3.8876465211691,0
6852,2683,2768,3.869990592543089,1
6035,3380,3088,5.035817774144603,0
3594,739,2115,1.9030311027122981,1
4841,1545,4228,8.763044229591578,0
1409,4564,1723,5.722677888644485,0
4566,2259,2966,1.9210763919942242,0
4491,1135,429,7.934415913721323,0
1555,873,2355,0.3433217114285325,1
804,4555,2459,9.825642005854272,1
1279,2300,4192,8.651493347713714,0
7083,751,1718,5.796394555340198,1
5986,853,1265,1.1129566275706648,0
5619,3732,1308,2.1527277328967145,1
1387,2283,1050,2.7943517031356313,0
2679,1329,3473,2.41031737903611,0
2106,477,2249,4.975200104534458,0
8173,2726,2809,9.445603702671479,0
4223,3091,2921,4.441725847678105,1
4831,4230,4676,6.615645681734055,0
2768,4505,4041,6.885832059788232,0
3186,1269,2417,8.715807252544828,0
2573,4181,532,0.33821287571519254,0
2599,2603,898,4.043300593475422,0
4033,1469,2654,7.847351140860993,0
8428,377,1469,8.148670149654462,0
1304,1680,2920,9.273326151740113,1
7368,241,1252,7.027943598180023,0
5877,919,769,2.4515394610474353,0
1301,69,833,5.0566574308437815,1
2541,3924,2209,0.3234528791889757,1
2051,2086,4649,6.469283410982468,1
6809,2007,3424,5.542952115087568,0
8633,800,1091,6.668362807612931,0
8996,2779,1196,9.301405533875954,1
74,4920,3914,6.872766117204315,0
6981,755,1660,3.204499303747612,0
5475,1995,4654,1.9873666387015676,0
8232,1321,260,8.546362068186548,0
7184,2330,2264,1.9433214327376058,1
5796,109,4900,1.616095805953639,0
7141,1016,1185,2.0661208068097583,1
1622,3865,2449,5.088408481305068,0
8041,24,3533,1.2418744315945685,1
341,4938,4370,9.381183305967022,0
2074,2838,4301,9.662537072400896,0
7992,737,3344,9.738018532829988,0
645,179,866,0.39124804819719805,1
4263,231,92,9.461975264800317,1
8801,1917,3178,9.974149326174253,0
6136,342,1351,9.42429109345487,0
8646,4572,364,6.709389057627061,1
9900,2623,4916,7.012301524085008,1
2969,454,3718,1.2225293987344765,0
3028,4384,1924,8.742970770749626,1
7643,4625,3095,0.596395846287715,0
2681,2276,2538,3.1773054661763975,0
3629,595,1296,9.91151645148187,0
4225,3874,2276,4.223278791029953,1
3067,4530,2,1.3115622396525872,0
5941,4977,3492,9.692946620490801,0
1386,4497,1753,9.841396470417362,1
2866,2669,910,1.8704268523871437,0
4788,2135,306,8.648038087401709,1
5490,3964,4231,3.9042332619389173,1
4124,1565,4015,3.813684644867145,1
8340,308,1438,2.6269763189690165,0
3850,342,872,0.4471027455489651,0
5415,435,1141,2.6800898368522352,1
7679,176,665,0.5377690533305202,0
6819,138,208,9.243720463599633,0
9328,193,951,6.617206723927285,1
8378,3257,1057,8.866226500163915,0
9442,3235,4744,7.172906814705707,1
1333,942,4722,1.3128687108263926,0
4150,4620,4620,9.405815367352979,0
6766,3879,4008,8.99893053632767,0
2711,3113,1868,3.4807607790103567,0
4853,2962,4864,1.115333403516765,0
6212,4836,771,7.041547507888738,1
7479,4957,4835,7.283613027367225,0
5408,953,4030,8.968290448407071,0
9977,1302,521,0.5265575945107992,1
7715,3381,3355,1.4170383802737185,0
8942,2880,1400,5.982487928791823,0
1762,2187,3738,6.191315508700825,1
7101,4887,4343,0.33609662315006283,0
7674,545,3723,3.9693205106165843,1
6122,1927,3247,5.841617312760491,1
481,4152,1858,7.379113331517338,1
153,4,4781,3.1615069177832855,1
7617,3481,4064,4.839034930218414,0
1524,3253,4681,8.140548723120093,1
2120,1362,2398,9.538950638977404,1
2343,1820,142,2.303146753898455,0
5136,2663,2851,2.5304220581989623,0
5760,2938,3469,9.398181874338755,1
1240,1273,3695,3.9591115076268357,0
60,3326,717,7.183483245207427,1
9130,3659,642,6.122652287298762,0
1639,2945,3440,2.855876797940563,0
6185,3018,2548,6.535622219580249,0
7970,1131,3693,6.555659009569733,0
1252,4763,369,5.924431854090763,0
4203,2636,3650,0.9966082484951289,0
8363,3029,786,9.951718223740377,0
9650,3019,949,4.0041646117082745,1
3549,4377,521,6.382509853969889,0
4197,3159,2943,8.857616941126192,1
7009,253,354,4.232884884198364,0
6667,328,2335,7.7392505680554855,0
2322,2591,1482,9.71824424679406,0
9828,2830,1647,3.5893476025304825,0
4090,3044,3045,4.052695702327367,0
6960,1420,4631,9.055760589965686,0
3004,3401,2215,1.59642867815183,0
5136,2892,4716,0.2859483835944232,0
329,654,427,9.088890048491118,0
3640,759,2537,8.215915741175802,1
7982,1798,544,9.725830325513321,0
4107,2971,2764,0.5823778271067825,1
1341,4511,4919,1.5617733044098725,0
8407,3426,3765,1.0531255908980885,0
338,254,658,6.834161322937092,0
5895,3823,2827,6.060100737471432,0
2708,1876,2058,3.593351993872597,1
1750,2757,3327,0.5742347940224501,0
5604,2624,730,6.3966198404654095,0
2421,4995,1832,5.701204851150567,0
7119,4121,408,1.1290321106061574,0
8901,3004,4179,9.08909704473714,1
5319,4516,3247,1.9894970967199055,0
6609,3734,4802,7.435091521438563,0
5387,1244,133,8.850758625429481,0
3993,1008,4883,5.794749906937085,0
8680,4314,4959,2.4684890529825134,0
8044,1510,666,3.092485176251414,0
8238,1959,276,8.857475337188323,0
4873,2508,3307,2.9825715637648464,1
4806,4758,881,7.461904833173043,0
8592,2682,2060,9.901652122554053,0
5913,989,2082,9.998167193626777,0
7124,4284,1237,5.334797482693315,0
3157,254,2452,8.265557967860978,1
390,4163,158,9.902498679211995,0
4430,4711,2596,3.746728898419822,1
8820,4969,3815,2.5240958507030586,0
7686,4452,4374,1.142333558421832,0
4232,255,2526,1.408996380731261,0
8007,1007,110,8.535563636206634,0
1521,1755,541,5.887230903070741,0
9018,2571,1138,8.737091753924858,0
1500,3908,3283,7.8945508903216846,0
6737,2997,3610,6.737446300480178,1
3294,2803,4455,6.093121919068607,1
5085,3765,3557,0.48338904178092945,0
2419,4379,2419,8.722751960031923,0
9126,3383,1756,4.178420616797142,0
3042,98,3086,5.59786857071392,1
4497,196,2306,0.2195350187702072,0
1466,2529,975,9.36073501862787,0
3561,877,722,9.027404610920014,0
614,1868,2570,5.432780299181056,0
5392,2665,324,5.773116331683575,1
7693,1388,1529,7.050172124034887,1
9374,2415,1945,2.646948964361501,0
3223,569,4486,2.2191562271330256,0
7138,2637,2430,6.740229466016327,0
2667,1065,4111,1.0442244615890817,0
7980,421,3510,4.540620047233808,0
130,2883,845,4.927604239990901,0
2983,1204,4964,3.81336976915168,1
4278,544,567,1.8526817569773468,1
7126,4166,3688,3.553162643253547,0
8230,3639,2179,3.3755725356044994,0
7694,1223,2019,4.992656746487504,0
6640,3172,3319,6.7468084157851935,1
5468,767,2320,9.682351235261706,1
920,3657,1646,1.4416326017432823,0
7564,654,4003,8.730171099410818,1
8684,2446,3909,2.841780003902624,1
9323,220,3420,5.913727700014056,0
8502,3666,2531,5.4673694798386805,0
8930,4277,356,5.569484186282629,0
3241,4402,3081,7.233586117188128,0
545,2569,2280,3.8168830574899593,0
4346,1013,4131,3.1909996323685563,0
9996,2051,2460,8.528345731854772,0
3810,3985,2787,2.200950402742703,1
7206,4943,4209,1.8024603731114308,0
9005,4899,1197,0.15607436655260876,0
2032,4310,1278,2.1057778202918676,0
8436,3019,465,5.185314333167083,0
271,3681,4000,5.385088730141136,0
3511,1443,3348,2.5442049119553434,0
1771,4196,1487,0.7227417004119985,0
9454,3010,4942,7.446407963452062,1
4361,572,4597,7.579753485622998,1
7069,1332,4536,9.978363962915616,1
920,4753,325,9.000295705347177,0
8190,4002,1765,9.260620645176425,0
3430,3134,4162,7.982038257439418,0
4435,4086,303,6.155028533824991,1
3760,225,4579,1.2854595760451049,0
2050,4200,1440,6.223132974558777,1
1165,1997,148,0.5595586041462663,0
8567,771,3034,8.852991112711923,1
2033,4524,2631,4.8182133541419745,1
6467,433,95,6.974728319758002,0
145,3099,3455,0.52243663695964,1
4388,2729,4377,5.342484229228254,0
7832,3407,2369,3.0126339785336254,1
8623,3140,3467,2.8496826573724565,1
8896,865,528,3.896559147031825,1
8173,2793,2310,0.006394608605349017,0
2632,2911,4675,4.666608817201735,0
4494,2415,1663,4.865666836079383,1
8056,250,3364,8.631309158390641,1
7511,4951,2341,4.485256078824824,0
9155,3757,4905,3.6355629386767285,0
1828,4656,692,9.947470513624634,0
9130,918,4330,5.712133246024963,1
4805,1173,951,4.726132086341394,1
806,3203,1360,4.959358345483794,0
9655,432,538,8.09181297508805,0
7486,835,819,3.4067636897016085,0
8202,2246,3162,3.891604626859456,0
1868,2262,3925,7.558733593374654,1
7878,897,271,0.7298373961376947,0
5690,3632,1028,8.651691581432587,0
7827,4567,3665,4.302026964679699,1
5429,3815,1242,5.812929755056484,0
9076,246,1141,7.574761592598351,0
3564,2429,592,2.6605192243934486,1
1389,990,1605,8.903142083206511,0
7274,3310,4210,9.792249722566108,1
824,926,3377,4.9427436140612455,0
2265,3438,4071,9.369373650326732,1
936,2607,4302,0.011286225269827588,0
6402,1074,3694,8.942378296355283,0
3845,4022,2350,3.1104531975130554,0
1796,3799,4207,3.114954247276019,1
8245,4784,1440,2.2808886476993937,1
7214,3151,3626,3.170139011509019,0
726,3438,1882,2.1348458369863508,0
2736,4573,3711,9.058691063099717,0
1913,3491,184,8.990237272133664,0
9788,706,4996,1.0221131492062252,1
7657,3064,220,1.4285842886649247,0
2466,753,3188,8.620186390106666,1
9041,587,1093,3.9893777087274596,1
7312,1334,2945,1.6927167733927828,0
8194,1847,2474,5.106694024365672,1
7906,3934,2615,4.16668049920095,0
4876,3926,2012,2.191615537379652,0
7287,3317,2490,7.207522182776343,1
892,4020,600,6.312893123327309,0
4675,3155,1160,0.9966161355544056,0
1933,4302,4599,9.253867143253425,1
1380,2198,4313,5.584699657300691,0
1290,164,2735,2.502044870635418,0
1640,1998,2218,2.062918150723635,1
7490,3057,4707,1.3594798137220154,0
9179,2084,1152,4.246374063903508,1
1218,4428,56,1.3554101309083677,0
5016,402,1204,4.158164125952261,0
6881,413,4341,1.4877042823411768,1
9547,44,143,6.568075215238894,0
9752,4157,367,7.852420216863583,1
9610,2467,1482,5.495227475227587,1
954,867,615,6.800568748548973,1
9175,18,3638,9.38378737084061,0
7291,364,3328,6.383715295706079,0
974,3832,3227,3.641581981838826,1
4133,579,1588,4.494801586749155,0
5370,545,2489,8.60525226072037,0
3972,4150,3003,1.307203189500964,0
5295,4873,698,3.257370224504327,0
9105,3039,4971,5.772800689704841,0
8228,4137,2823,6.763895694084344,1
9903,4044,944,7.6349907543170525,0
3020,4326,3881,3.1820679599608717,0
8987,452,922,1.458591340091503,1
4036,3961,1746,9.548392096765598,0
5068,1381,4120,0.7639221713203947,1
5233,1467,2853,0.9580535578688543,0
9516,2738,1559,4.949425419019688,1
317,1216,1083,8.192710281435984,0
2396,880,3538,7.745041063553267,1
2162,3814,433,9.376992661940918,0
2745,3149,2926,1.416025756129884,0
1591,84,1089,3.7572725706243606,0
6183,4144,2957,2.8214212872171007,1
3930,1168,2612,8.60870123554672,0
1312,4164,4191,4.883546202812004,1
9477,3129,3759,0.2684793441566635,0
4311,3645,4263,7.079644068383965,0
7314,2526,2089,3.886980978266026,0
2383,2867,1902,5.311467633710123,1
3239,3516,2567,8.93787427009998,1
2139,3367,1998,2.5673777463281167,1
1704,2194,3114,2.4026467561217713,1
6924,3555,2994,2.6319250418008933,0
362,445,2010,3.381079912597027,1
2604,3626,4844,1.0735397464609964,0
9908,4016,1891,6.972196608085895,1
4286,3875,830,2.0739871782913655,0
3738,3337,48,9.261457472705857,1
2469,261,4210,2.156863139098707,0
4795,1848,1178,2.556420293087751,0
6150,4992,3033,2.9702022881081636,0
556,4025,70,7.68538097011416,0
9017,2266,66,4.276064874420298,0
2808,91,1777,8.193346240306186,1
5150,4222,2228,7.848537123557885,1
7561,4175,1789,9.294904227674666,0
2719,3309,612,7.566041551040548,0
6506,982,1886,0.5191116966906284,0
3741,3443,1622,8.372812736990584,1
9766,2533,696,9.380725967054111,0
3998,693,1237,9.93689192549669,0
2403,4120,2406,1.2526759413246513,0
8780,155,248,6.132732693265346,0
9739,3588,637,1.994586658841594,0
294,1812,949,2.62509640912599,0
5343,4114,1904,7.455843382228579,0
9882,1407,3587,9.776677176990603,0
1136,1216,1111,5.948555014630229,0
2064,1410,175,8.505844698222473,0
7009,3497,722,0.08883803828827919,0
4543,4372,3842,0.3663163984961926,0
1007,4840,3674,5.967243373258634,0
5445,551,4866,3.8898310160043916,1
5352,3394,1947,8.897578149731538,0
9439,1176,702,3.0198191308573374,1
1435,4734,2128,4.3205102750404745,0
571,4332,926,5.279091978315682,0
2382,997,4233,2.7303883288624755,0
9437,4076,3504,9.084948674532944,0
5084,2731,2517,4.645335846580972,0
277,3937,2397,4.241556091190169,1
7059,4052,1149,8.497530489343326,1
1887,372,3380,3.1197840164789845,0
1265,2248,1878,8.174653445109609,0
7491,848,1253,1.2227285272134947,0
1040,2556,1483,1.8278853336489964,0
9109,2322,309,9.508416661717348,1
8073,503,3952,8.42447490807708,0
9077,3189,3049,3.8789890145640626,1
